,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
2460,"Departamento en Venta en Belgrano R, Belgrano","Belgrano R, Belgrano","Cramer 1700, Piso 11","Departamento de Un Ambiente, Piso 11",USD  120.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-r-1-ambiente--14684170,2024_03_01,Departamento,Venta,Belgrano R, Belgrano,Dólares,precio,120000,0,1070,128400000,Monoambiente,"(-34.5696729665204, -58.4577709535022)",False,Cramer 1700,-34.5696729665204,-58.4577709535022
2461,"Departamento en Venta en Belgrano R, Belgrano","Belgrano R, Belgrano","Cramer 1700, Piso 12","Departamento de Un Ambiente, ´Piso 12",USD  120.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-r-1-ambiente--14684190,2024_03_01,Departamento,Venta,Belgrano R, Belgrano,Dólares,precio,120000,0,1070,128400000,Monoambiente,"(-34.5696729665204, -58.4577709535022)",False,Cramer 1700,-34.5696729665204,-58.4577709535022
2462,"Departamento en Venta en Las Cañitas, Palermo","Las Cañitas, Palermo",Maure al 1800,Departamento en  Venta de 1 Ambiente en la Imprenta de 38m2,USD  106.500,https://www.argenprop.com/departamento-en-venta-en-las-canitas-1-ambiente--14684913,2024_03_01,Departamento,Venta,Las Cañitas, Palermo,Dólares,precio,106500,0,1070,113955000,Monoambiente,"(-34.5675384405932, -58.4366648361798)",False,Maure 1800,-34.5675384405932,-58.4366648361798
2463,"Departamento en Venta en Las Cañitas, Palermo","Las Cañitas, Palermo",Maure al 1800,Departamento en  Venta de 1 Ambiente en la Imprenta de 34m2,USD  99.200,https://www.argenprop.com/departamento-en-venta-en-las-canitas-1-ambiente--14685053,2024_03_01,Departamento,Venta,Las Cañitas, Palermo,Dólares,precio,99200,0,1070,106144000,Monoambiente,"(-34.5675384405932, -58.4366648361798)",False,Maure 1800,-34.5675384405932,-58.4366648361798
2464,"Departamento en Venta en Caballito Sur, Caballito","Caballito Sur, Caballito",Av. Rivadavia al 6100,Venta Monoambiente en Caballito. ( Cochera Opcional),USD  94.000+$7.500expensas,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-1-ambiente--14685763,2024_03_01,Departamento,Venta,Caballito Sur, Caballito,Dólares,precio,94000,7500,1070,100580000,Monoambiente,"(-34.6248365976957, -58.4519862085359)",False,Rivadavia 6100,-34.6248365976957,-58.4519862085359
2465,"Departamento en Venta en Villa Santa Rita, Capital Federal","Villa Santa Rita, Capital Federal","Tres Arroyos 3000, Piso 7",Monoambiente a Estrenar,USD  59.000,https://www.argenprop.com/departamento-en-venta-en-villa-santa-rita-1-ambiente--14685916,2024_03_01,Departamento,Venta,Villa Santa Rita, Capital Federal,Dólares,precio,59000,0,1070,63130000,Monoambiente,"(-34.6181291387259, -58.4779110645352)",False,Arroyos 3000,-34.6181291387259,-58.4779110645352
2466,"Departamento en Venta en Villa del Parque, Capital Federal","Villa del Parque, Capital Federal","Tres Arroyos 3000, Piso 7",Monoambiente a Estrenar,USD  59.000,https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-1-ambiente--14685950,2024_03_01,Departamento,Venta,Villa del Parque, Capital Federal,Dólares,precio,59000,0,1070,63130000,Monoambiente,"(-34.6181291387259, -58.4779110645352)",False,Arroyos 3000,-34.6181291387259,-58.4779110645352
2467,"Departamento en Venta en Retiro, Centro","Retiro, Centro",Av. Del Libertador 100,Monoambiente Grande - Retiro,USD  139.000,https://www.argenprop.com/departamento-en-venta-en-retiro-2-ambientes--11230758,2024_03_01,Departamento,Venta,Retiro, Centro,Dólares,precio,139000,0,1070,148730000,Monoambiente,"(-34.592755065173, -58.3752871894474)",False,Libertador 100,-34.592755065173,-58.3752871894474
2468,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Scalabrini Ortiz al 2300,Antes 79.000 Ahora 69.000 Monoambiente Amueblado en Palermo Ideal Airbnb,USD  69.000+$25.000expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--14687086,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,69000,25000,1070,73830000,Monoambiente,"(-34.5869227544317, -58.4187831043257)",False,Ortiz 2300,-34.5869227544317,-58.4187831043257
2469,"Departamento en Venta en Villa Ortuzar, Capital Federal","Villa Ortuzar, Capital Federal",ROSETI 2000,"Departamento 1 Ambiente - Villa Ortuzar, Capital Federal",USD  69.900,https://www.argenprop.com/departamento-en-venta-en-villa-ortuzar-1-ambiente--14688228,2024_03_01,Departamento,Venta,Villa Ortuzar, Capital Federal,Dólares,precio,69900,0,1070,74793000,Monoambiente,"(-34.581591524475, -58.4695396758049)",False,ROSETI 2000,-34.581591524475,-58.4695396758049
2470,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Arcos al 2800,Departamento Monoambiente - Aminities - Venta - Nuñez,USD  91.307,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--14689248,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,91307,0,1070,97698490,Monoambiente,"(-34.5538758007397, -58.459472179092)",False,Arcos 2800,-34.5538758007397,-58.459472179092
2471,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Arcos 2849,Departamento Monoambiente con Balcón - Amenities - Venta - Nuñez,USD  125.940,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--14689298,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,125940,0,1070,134755800,Monoambiente,"(-34.55336359453533, -58.45991533647955)",False,Arcos 2849,-34.55336359453533,-58.45991533647955
2472,"Departamento en Venta en Belgrano C, Belgrano","Belgrano C, Belgrano",GARCIA TEODORO 2500,"Departamento 1 Ambiente - Belgrano C/chico/barrancas, Capital Federal",USD  75.000+$6.000expensas,https://www.argenprop.com/departamento-en-venta-en-belgrano-c-1-ambiente--11868447,2024_03_01,Departamento,Venta,Belgrano C, Belgrano,Dólares,precio,75000,6000,1070,80250000,Monoambiente,"(-34.6074016702609, -58.4948902400836)",False,TEODORO 2500,-34.6074016702609,-58.4948902400836
2473,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  119.284,https://www.argenprop.com/departamento-en-venta-en-coghlan-2-ambientes--14689797,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,119284,0,1070,127633880,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2474,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities - Coghlan,USD  80.694,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14689819,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,80694,0,1070,86342580,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2475,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Venta - Coghlan,USD  72.161,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14689833,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,72161,0,1070,77212270,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2476,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Venta - Coghlan,USD  74.129,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14689839,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,74129,0,1070,79318030,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2477,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  132.170,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14689862,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,132170,0,1070,141421900,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2478,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  97.295,https://www.argenprop.com/departamento-en-venta-en-coghlan-2-ambientes--14689937,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,97295,0,1070,104105650,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2479,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  99.131,https://www.argenprop.com/departamento-en-venta-en-coghlan-2-ambientes--14689941,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,99131,0,1070,106070170,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2480,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  101.722,https://www.argenprop.com/departamento-en-venta-en-coghlan-2-ambientes--14689952,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,101722,0,1070,108842540,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2481,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  83.539,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14689956,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,83539,0,1070,89386730,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2482,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso  al 4000,Departamento Monoambiente con Balcon - Amenities- Coghlan,USD  144.314,https://www.argenprop.com/departamento-en-venta-en-coghlan-2-ambientes--14689980,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,144314,0,1070,154415980,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2483,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  83.691,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690136,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,83691,0,1070,89549370,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2484,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  108.072,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690137,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,108072,0,1070,115637040,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2485,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  114.936,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690142,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,114936,0,1070,122981520,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2486,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  128.770,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690143,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,128770,0,1070,137783900,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2487,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  114.557,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690144,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,114557,0,1070,122575990,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2488,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  88.976,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690145,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,88976,0,1070,95204320,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2489,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  85.452,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14690146,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,85452,0,1070,91433640,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
2490,"Departamento en Venta en Recoleta, Barrio Norte","Recoleta, Barrio Norte","Sanchez De Bustamante 1300, Piso 2",Hermoso Monoambiente en Recoleta Muy Luminoso.,USD  110.000+$22.000expensas,https://www.argenprop.com/departamento-en-venta-en-recoleta-1-ambiente--14690875,2024_03_01,Departamento,Venta,Recoleta, Barrio Norte,Dólares,precio,110000,22000,1070,117700000,Monoambiente,"(-34.5956075035712, -58.4127052601134)",False,Bustamante 1300,-34.5956075035712,-58.4127052601134
2491,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal",Pareja 3300,"Departamento Monoambiente  en Venta Ubicado en Villa Devoto, Capital Federal",USD  85.000,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--14694334,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,85000,0,1070,90950000,Monoambiente,"(-34.5932416143007, -58.5041167634116)",False,Pareja 3300,-34.5932416143007,-58.5041167634116
2492,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Bogado  al 4500,Departamento Monoambiente en Venta  en Almagro,USD  75.000+$33.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--14694578,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,75000,33000,1070,80250000,Monoambiente,"(-34.605010815664, -58.4289591081632)",False,Bogado 4500,-34.605010815664,-58.4289591081632
2493,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Amenabar Al 3600,Departamento Monoambiente en Nuñez - Amenabar 3609,USD  138.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--14520661,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,138000,0,1070,147660000,Monoambiente,"(-34.550054390688, -58.4701573422683)",False,Amenabar 3600,-34.550054390688,-58.4701573422683
2494,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Amenabar Al 3600,Departamento Monoambiente en Venta en Pozo en Nuñez -  Apto,USD  136.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--14520659,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,136000,0,1070,145520000,Monoambiente,"(-34.550054390688, -58.4701573422683)",False,Amenabar 3600,-34.550054390688,-58.4701573422683
2495,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Ameabar  Al 3600,Departamento Monoambiente Ambientes en Venta a Estrenar en N,USD  131.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--14520656,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,131000,0,1070,140170000,Monoambiente,"(-34.550054390688, -58.4701573422683)",False,Ameabar 3600,-34.550054390688,-58.4701573422683
2496,"Departamento en Venta en Villa Devoto, Capital Federal","Villa Devoto, Capital Federal","Ricardo Gutierrez 3300, Piso PB",Departamento Monoambiente en Alquiler en Villa del Parque,USD  90.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--13837051,2024_03_01,Departamento,Venta,Villa Devoto, Capital Federal,Dólares,precio,90000,10000,1070,96300000,Monoambiente,"(-34.6017726010829, -58.496945516962)",False,Gutierrez 3300,-34.6017726010829,-58.496945516962
2497,"Departamento en Venta en Coghlan, Capital Federal","Coghlan, Capital Federal",Congreso al 4000,Departamento Monoambiente con Balcón - Amenities - Coghlan,USD  92.706,https://www.argenprop.com/departamento-en-venta-en-coghlan-1-ambiente--14709369,2024_03_01,Departamento,Venta,Coghlan, Capital Federal,Dólares,precio,92706,0,1070,99195420,Monoambiente,"(-34.5640659271614, -58.4793119275717)",False,Congreso 4000,-34.5640659271614,-58.4793119275717
